"DATE","TIME PERIOD","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)","Japanese yen/Euro (EXR.D.JPY.EUR.SP00.A)","US dollar/Euro (EXR.D.USD.EUR.SP00.A)"
"2000-09-07","07 Sep 2000","0.60470","91.21","0.8676"
"2000-09-08","08 Sep 2000","0.61240","92.25","0.8735"
"2000-09-11","11 Sep 2000","0.60780","91.35","0.8609"
"2000-09-12","12 Sep 2000","0.61450","91.55","0.8614"
"2000-09-13","13 Sep 2000","0.61420","92.83","0.8654"
"2000-09-14","14 Sep 2000","0.61330","93.15","0.8693"
"2000-09-15","15 Sep 2000","0.61250","92.64","0.8615"
"2000-09-18","18 Sep 2000","0.60960","91.10","0.8526"
"2000-09-19","19 Sep 2000","0.60840","91.31","0.8541"
"2000-09-20","20 Sep 2000","0.59890","90.30","0.8476"
"2000-09-21","21 Sep 2000","0.60040","90.72","0.8524"
"2000-09-22","22 Sep 2000","0.60630","95.75","0.8890"
"2000-09-25","25 Sep 2000","0.60280","94.37","0.8770"
"2000-09-26","26 Sep 2000","0.60280","93.95","0.8757"
"2000-09-27","27 Sep 2000","0.60450","95.49","0.8861"
"2000-09-28","28 Sep 2000","0.60250","94.98","0.8832"
"2000-09-29","29 Sep 2000","0.59670","94.94","0.8765"
"2000-10-02","02 Oct 2000","0.59910","95.49","0.8802"
"2000-10-03","03 Oct 2000","0.60060","95.14","0.8763"
"2000-10-04","04 Oct 2000","0.60030","95.31","0.8730"
"2000-10-05","05 Oct 2000","0.60270","95.95","0.8786"
"2000-10-06","06 Oct 2000","0.60140","94.82","0.8703"
"2000-10-09","09 Oct 2000","0.60060","94.75","0.8695"
"2000-10-10","10 Oct 2000","0.59920","94.20","0.8721"
"2000-10-11","11 Oct 2000","0.59680","94.17","0.8720"
"2000-10-12","12 Oct 2000","0.59210","93.00","0.8648"
"2000-10-13","13 Oct 2000","0.58680","93.00","0.8627"
"2000-10-16","16 Oct 2000","0.58840","92.09","0.8511"
"2000-10-17","17 Oct 2000","0.59080","91.73","0.8496"
"2000-10-18","18 Oct 2000","0.58730","92.27","0.8525"
"2000-10-19","19 Oct 2000","0.58260","90.93","0.8411"
"2000-10-20","20 Oct 2000","0.58320","92.06","0.8452"
"2000-10-23","23 Oct 2000","0.57600","91.00","0.8377"
"2000-10-24","24 Oct 2000","0.57700","90.76","0.8386"
"2000-10-25","25 Oct 2000","0.57710","89.80","0.8307"
"2000-10-26","26 Oct 2000","0.58070","89.30","0.8252"
"2000-10-27","27 Oct 2000","0.58040","90.53","0.8324"
"2000-10-30","30 Oct 2000","0.58120","92.21","0.8482"
"2000-10-31","31 Oct 2000","0.58090","91.88","0.8417"
"2000-11-01","01 Nov 2000","0.59120","92.83","0.8554"
"2000-11-02","02 Nov 2000","0.59560","93.63","0.8646"
"2000-11-03","03 Nov 2000","0.60130","93.63","0.8730"
"2000-11-06","06 Nov 2000","0.59950","92.86","0.8667"
"2000-11-07","07 Nov 2000","0.60100","92.13","0.8587"
"2000-11-08","08 Nov 2000","0.60060","92.22","0.8559"
"2000-11-09","09 Nov 2000","0.60170","91.55","0.8531"
"2000-11-10","10 Nov 2000","0.60590","93.42","0.8673"
"2000-11-13","13 Nov 2000","0.60160","92.82","0.8620"
"2000-11-14","14 Nov 2000","0.59950","92.60","0.8583"
"2000-11-15","15 Nov 2000","0.60310","93.22","0.8596"
"2000-11-16","16 Nov 2000","0.60180","93.29","0.8569"
"2000-11-17","17 Nov 2000","0.59990","92.95","0.8535"
"2000-11-20","20 Nov 2000","0.59550","92.70","0.8488"
"2000-11-21","21 Nov 2000","0.59680","93.28","0.8474"
"2000-11-22","22 Nov 2000","0.59590","92.46","0.8429"
"2000-11-23","23 Nov 2000","0.60000","92.90","0.8427"
"2000-11-24","24 Nov 2000","0.59940","93.78","0.8436"
"2000-11-27","27 Nov 2000","0.59660","93.44","0.8406"
"2000-11-28","28 Nov 2000","0.60190","94.54","0.8561"
"2000-11-29","29 Nov 2000","0.60690","95.01","0.8650"
"2000-11-30","30 Nov 2000","0.61280","96.44","0.8684"
"2000-12-01","01 Dec 2000","0.60950","97.75","0.8735"
"2000-12-04","04 Dec 2000","0.61370","98.60","0.8908"
"2000-12-05","05 Dec 2000","0.61010","97.52","0.8810"
"2000-12-06","06 Dec 2000","0.61520","97.76","0.8828"
"2000-12-07","07 Dec 2000","0.61920","98.90","0.8943"
"2000-12-08","08 Dec 2000","0.61280","98.75","0.8895"
"2000-12-11","11 Dec 2000","0.60490","97.53","0.8804"
"2000-12-12","12 Dec 2000","0.60640","97.89","0.8782"
"2000-12-13","13 Dec 2000","0.60400","98.40","0.8748"
"2000-12-14","14 Dec 2000","0.60300","99.55","0.8839"
"2000-12-15","15 Dec 2000","0.60880","100.93","0.8984"
"2000-12-18","18 Dec 2000","0.60740","100.54","0.8966"
"2000-12-19","19 Dec 2000","0.60720","99.96","0.8903"
"2000-12-20","20 Dec 2000","0.61730","102.05","0.9059"
"2000-12-21","21 Dec 2000","0.61800","102.37","0.9146"
"2000-12-22","22 Dec 2000","0.62420","103.78","0.9240"
"2000-12-25","25 Dec 2000"
"2000-12-26","26 Dec 2000"
"2000-12-27","27 Dec 2000","0.62540","106.08","0.9310"
"2000-12-28","28 Dec 2000","0.62380","106.40","0.9285"
"2000-12-29","29 Dec 2000","0.62410","106.92","0.9305"
"2001-01-01","01 Jan 2001"
"2001-01-02","02 Jan 2001","0.63150","108.26","0.9423"
"2001-01-03","03 Jan 2001","0.63250","108.88","0.9530"
"2001-01-04","04 Jan 2001","0.63260","108.25","0.9458"
"2001-01-05","05 Jan 2001","0.63490","111.22","0.9545"
"2001-01-08","08 Jan 2001","0.63280","110.55","0.9497"
"2001-01-09","09 Jan 2001","0.63140","108.78","0.9401"
"2001-01-10","10 Jan 2001","0.63080","109.33","0.9412"
"2001-01-11","11 Jan 2001","0.63500","111.75","0.9523"
"2001-01-12","12 Jan 2001","0.64080","112.35","0.9545"
"2001-01-15","15 Jan 2001","0.63880","111.92","0.9428"
"2001-01-16","16 Jan 2001","0.64070","111.27","0.9412"
"2001-01-17","17 Jan 2001","0.63660","110.60","0.9396"
"2001-01-18","18 Jan 2001","0.63850","111.28","0.9404"
"2001-01-19","19 Jan 2001","0.63800","110.66","0.9400"
"2001-01-22","22 Jan 2001","0.63900","108.28","0.9290"
"2001-01-23","23 Jan 2001","0.63880","110.22","0.9407"
"2001-01-24","24 Jan 2001","0.63410","109.79","0.9294"
"2001-01-25","25 Jan 2001","0.63040","107.15","0.9146"
"2001-01-26","26 Jan 2001","0.63150","107.69","0.9228"
"2001-01-29","29 Jan 2001","0.63040","107.15","0.9193"
"2001-01-30","30 Jan 2001","0.62980","107.38","0.9197"
"2001-01-31","31 Jan 2001","0.63670","107.87","0.9293"
"2001-02-01","01 Feb 2001","0.63710","108.70","0.9406"
"2001-02-02","02 Feb 2001","0.63640","108.43","0.9407"
"2001-02-05","05 Feb 2001","0.63870","108.78","0.9425"
"2001-02-06","06 Feb 2001","0.63660","107.05","0.9322"
"2001-02-07","07 Feb 2001","0.63840","108.36","0.9325"
"2001-02-08","08 Feb 2001","0.63550","106.97","0.9220"
"2001-02-09","09 Feb 2001","0.63820","108.30","0.9227"
"2001-02-12","12 Feb 2001","0.63980","109.22","0.9288"
"2001-02-13","13 Feb 2001","0.63760","108.59","0.9275"
"2001-02-14","14 Feb 2001","0.63060","106.61","0.9178"
"2001-02-15","15 Feb 2001","0.62790","105.51","0.9090"
"2001-02-16","16 Feb 2001","0.62840","104.88","0.9113"
"2001-02-19","19 Feb 2001","0.63440","106.71","0.9213"
"2001-02-20","20 Feb 2001","0.63140","104.86","0.9070"
"2001-02-21","21 Feb 2001","0.63350","106.69","0.9146"
"2001-02-22","22 Feb 2001","0.62700","105.33","0.9056"
"2001-02-23","23 Feb 2001","0.62650","105.70","0.9064"
"2001-02-26","26 Feb 2001","0.62830","106.07","0.9105"
"2001-02-27","27 Feb 2001","0.63490","106.41","0.9163"
"2001-02-28","28 Feb 2001","0.63870","108.45","0.9248"
"2001-03-01","01 Mar 2001","0.63920","108.72","0.9269"
"2001-03-02","02 Mar 2001","0.63560","111.55","0.9363"
"2001-03-05","05 Mar 2001","0.63300","111.14","0.9305"
"2001-03-06","06 Mar 2001","0.63230","109.89","0.9279"
"2001-03-07","07 Mar 2001","0.63580","111.38","0.9307"
"2001-03-08","08 Mar 2001","0.63440","111.38","0.9312"
"2001-03-09","09 Mar 2001","0.63740","111.71","0.9357"
"2001-03-12","12 Mar 2001","0.63360","111.44","0.9272"
"2001-03-13","13 Mar 2001","0.63410","110.27","0.9202"
"2001-03-14","14 Mar 2001","0.63040","110.06","0.9182"
"2001-03-15","15 Mar 2001","0.62850","110.53","0.9064"
"2001-03-16","16 Mar 2001","0.62510","109.85","0.8947"
"2001-03-19","19 Mar 2001","0.62920","109.83","0.8996"
"2001-03-20","20 Mar 2001","0.63130","110.64","0.9020"
"2001-03-21","21 Mar 2001","0.62930","111.25","0.8990"
"2001-03-22","22 Mar 2001","0.62570","110.25","0.8889"
"2001-03-23","23 Mar 2001","0.62580","109.69","0.8922"
"2001-03-26","26 Mar 2001","0.62310","110.08","0.8935"
"2001-03-27","27 Mar 2001","0.62400","110.16","0.8952"
"2001-03-28","28 Mar 2001","0.61940","107.81","0.8860"
"2001-03-29","29 Mar 2001","0.61480","108.96","0.8840"
"2001-03-30","30 Mar 2001","0.61920","110.74","0.8832"
"2001-04-02","02 Apr 2001","0.61800","110.83","0.8772"
"2001-04-03","03 Apr 2001","0.62120","111.36","0.8845"
"2001-04-04","04 Apr 2001","0.62890","113.52","0.9032"
"2001-04-05","05 Apr 2001","0.62820","112.04","0.9020"
"2001-04-06","06 Apr 2001","0.62650","111.38","0.8940"
"2001-04-09","09 Apr 2001","0.62430","112.80","0.9018"
"2001-04-10","10 Apr 2001","0.61990","111.34","0.8945"
"2001-04-11","11 Apr 2001","0.61790","109.80","0.8840"
"2001-04-12","12 Apr 2001","0.61730","109.00","0.8849"
"2001-04-13","13 Apr 2001"
"2001-04-16","16 Apr 2001"
"2001-04-17","17 Apr 2001","0.61310","108.75","0.8791"
"2001-04-18","18 Apr 2001","0.61560","107.82","0.8778"
"2001-04-19","19 Apr 2001","0.61720","107.49","0.8827"
"2001-04-20","20 Apr 2001","0.62350","110.18","0.8989"
"2001-04-23","23 Apr 2001","0.62460","109.71","0.9002"
"2001-04-24","24 Apr 2001","0.62360","109.14","0.8973"
"2001-04-25","25 Apr 2001","0.62270","109.55","0.8947"
"2001-04-26","26 Apr 2001","0.62460","110.36","0.9013"
"2001-04-27","27 Apr 2001","0.62540","112.01","0.9023"
"2001-04-30","30 Apr 2001","0.61950","109.67","0.8876"
"2001-05-01","01 May 2001"
"2001-05-02","02 May 2001","0.62250","108.81","0.8907"
"2001-05-03","03 May 2001","0.62220","108.24","0.8903"
"2001-05-04","04 May 2001","0.62260","108.19","0.8939"
"2001-05-07","07 May 2001","0.62000","108.20","0.8919"
"2001-05-08","08 May 2001","0.61850","108.21","0.8866"
"2001-05-09","09 May 2001","0.62130","107.50","0.8827"
"2001-05-10","10 May 2001","0.62230","108.17","0.8850"
"2001-05-11","11 May 2001","0.61810","107.35","0.8773"
"2001-05-14","14 May 2001","0.61720","107.62","0.8745"
"2001-05-15","15 May 2001","0.61850","108.35","0.8768"
"2001-05-16","16 May 2001","0.61930","109.26","0.8834"
"2001-05-17","17 May 2001","0.61650","108.58","0.8815"
"2001-05-18","18 May 2001","0.61370","108.35","0.8777"
"2001-05-21","21 May 2001","0.60900","107.79","0.8754"
"2001-05-22","22 May 2001","0.60690","106.96","0.8685"
"2001-05-23","23 May 2001","0.60370","104.01","0.8585"
"2001-05-24","24 May 2001","0.60770","103.15","0.8604"
"2001-05-25","25 May 2001","0.60450","103.54","0.8591"
"2001-05-28","28 May 2001","0.60480","103.98","0.8584"
"2001-05-29","29 May 2001","0.60320","102.88","0.8552"
"2001-05-30","30 May 2001","0.60240","102.77","0.8558"
"2001-05-31","31 May 2001","0.59730","101.00","0.8480"
"2001-06-01","01 Jun 2001","0.59780","100.62","0.8478"
"2001-06-04","04 Jun 2001","0.60040","101.90","0.8513"
"2001-06-05","05 Jun 2001","0.59980","101.44","0.8465"
"2001-06-06","06 Jun 2001","0.60870","103.13","0.8543"
"2001-06-07","07 Jun 2001","0.61240","101.70","0.8466"
"2001-06-08","08 Jun 2001","0.61280","102.14","0.8468"
"2001-06-11","11 Jun 2001","0.61360","103.39","0.8494"
"2001-06-12","12 Jun 2001","0.61520","103.16","0.8474"
"2001-06-13","13 Jun 2001","0.62030","104.28","0.8542"
"2001-06-14","14 Jun 2001","0.61140","103.52","0.8492"
"2001-06-15","15 Jun 2001","0.61500","104.74","0.8662"
"2001-06-18","18 Jun 2001","0.61240","105.71","0.8581"
"2001-06-19","19 Jun 2001","0.61320","105.43","0.8563"
"2001-06-20","20 Jun 2001","0.61100","105.00","0.8513"
"2001-06-21","21 Jun 2001","0.60640","106.12","0.8552"
"2001-06-22","22 Jun 2001","0.60370","105.98","0.8528"
"2001-06-25","25 Jun 2001","0.60820","106.71","0.8607"
"2001-06-26","26 Jun 2001","0.60900","106.71","0.8611"
"2001-06-27","27 Jun 2001","0.60910","107.05","0.8622"
"2001-06-28","28 Jun 2001","0.60350","106.15","0.8511"
"2001-06-29","29 Jun 2001","0.60310","105.37","0.8480"
"2001-07-02","02 Jul 2001","0.59800","105.16","0.8455"
"2001-07-03","03 Jul 2001","0.60190","105.43","0.8497"
"2001-07-04","04 Jul 2001","0.60260","105.16","0.8453"
"2001-07-05","05 Jul 2001","0.59900","105.74","0.8422"
"2001-07-06","06 Jul 2001","0.59960","105.65","0.8384"
"2001-07-09","09 Jul 2001","0.60140","106.19","0.8459"
"2001-07-10","10 Jul 2001","0.60520","107.28","0.8545"
"2001-07-11","11 Jul 2001","0.60780","107.21","0.8611"
"2001-07-12","12 Jul 2001","0.60710","106.16","0.8538"
"2001-07-13","13 Jul 2001","0.60910","106.12","0.8539"
"2001-07-16","16 Jul 2001","0.61260","107.45","0.8583"
"2001-07-17","17 Jul 2001","0.60880","106.65","0.8516"
"2001-07-18","18 Jul 2001","0.61270","107.80","0.8630"
"2001-07-19","19 Jul 2001","0.61500","107.70","0.8723"
"2001-07-20","20 Jul 2001","0.61180","108.36","0.8776"
"2001-07-23","23 Jul 2001","0.60970","107.62","0.8676"
"2001-07-24","24 Jul 2001","0.61390","108.07","0.8708"
"2001-07-25","25 Jul 2001","0.61570","108.90","0.8793"
"2001-07-26","26 Jul 2001","0.61460","108.58","0.8764"
"2001-07-27","27 Jul 2001","0.61410","108.65","0.8768"
"2001-07-30","30 Jul 2001","0.61360","109.45","0.8751"
"2001-07-31","31 Jul 2001","0.61430","109.30","0.8755"
"2001-08-01","01 Aug 2001","0.61560","109.85","0.8817"
"2001-08-02","02 Aug 2001","0.61450","109.02","0.8788"
"2001-08-03","03 Aug 2001","0.61640","109.05","0.8806"
"2001-08-06","06 Aug 2001","0.61900","109.08","0.8805"
"2001-08-07","07 Aug 2001","0.61950","108.74","0.8768"
"2001-08-08","08 Aug 2001","0.61870","107.94","0.8763"
"2001-08-09","09 Aug 2001","0.62340","109.16","0.8853"
"2001-08-10","10 Aug 2001","0.62690","109.31","0.8936"
"2001-08-13","13 Aug 2001","0.63120","109.33","0.8991"
"2001-08-14","14 Aug 2001","0.63120","110.04","0.8968"
"2001-08-15","15 Aug 2001","0.63440","109.62","0.9114"
"2001-08-16","16 Aug 2001","0.63280","109.66","0.9144"
"2001-08-17","17 Aug 2001","0.63270","110.34","0.9138"
"2001-08-20","20 Aug 2001","0.63300","110.18","0.9149"
"2001-08-21","21 Aug 2001","0.63040","109.40","0.9128"
"2001-08-22","22 Aug 2001","0.63260","110.39","0.9216"
"2001-08-23","23 Aug 2001","0.63060","109.65","0.9112"
"2001-08-24","24 Aug 2001","0.63170","109.56","0.9108"
"2001-08-27","27 Aug 2001","0.63070","109.18","0.9090"
"2001-08-28","28 Aug 2001","0.62810","108.75","0.9042"
"2001-08-29","29 Aug 2001","0.62690","108.94","0.9122"
"2001-08-30","30 Aug 2001","0.62570","108.95","0.9095"
"2001-08-31","31 Aug 2001","0.62850","108.65","0.9158"
"2001-09-03","03 Sep 2001","0.62350","107.92","0.9072"
"2001-09-04","04 Sep 2001","0.61970","107.10","0.8970"
"2001-09-05","05 Sep 2001","0.61480","106.93","0.8891"
"2001-09-06","06 Sep 2001","0.61090","107.36","0.8855"
"2001-09-07","07 Sep 2001","0.61610","108.32","0.8952"
"2001-09-10","10 Sep 2001","0.61720","109.05","0.9047"
"2001-09-11","11 Sep 2001","0.61560","109.30","0.8964"
"2001-09-12","12 Sep 2001","0.61760","108.15","0.9052"
"2001-09-13","13 Sep 2001","0.61690","107.88","0.9060"
"2001-09-14","14 Sep 2001","0.62470","108.33","0.9219"
"2001-09-17","17 Sep 2001","0.63040","108.61","0.9269"
"2001-09-18","18 Sep 2001","0.63040","108.50","0.9256"
"2001-09-19","19 Sep 2001","0.63230","108.84","0.9258"
"2001-09-20","20 Sep 2001","0.63200","108.15","0.9259"
"2001-09-21","21 Sep 2001","0.63010","107.18","0.9200"
"2001-09-24","24 Sep 2001","0.62660","107.47","0.9164"
"2001-09-25","25 Sep 2001","0.62750","107.53","0.9176"
"2001-09-26","26 Sep 2001","0.62550","108.62","0.9219"
"2001-09-27","27 Sep 2001","0.62440","109.75","0.9205"
"2001-09-28","28 Sep 2001","0.62200","109.02","0.9131"
"2001-10-01","01 Oct 2001","0.61740","109.20","0.9125"
"2001-10-02","02 Oct 2001","0.62080","110.73","0.9189"
"2001-10-03","03 Oct 2001","0.62450","111.54","0.9209"
"2001-10-04","04 Oct 2001","0.61920","109.95","0.9117"
"2001-10-05","05 Oct 2001","0.62040","110.31","0.9174"
"2001-10-08","08 Oct 2001","0.62510","110.35","0.9214"
"2001-10-09","09 Oct 2001","0.62570","110.61","0.9193"
"2001-10-10","10 Oct 2001","0.62860","109.63","0.9136"
"2001-10-11","11 Oct 2001","0.62520","109.55","0.9062"
"2001-10-12","12 Oct 2001","0.62480","109.65","0.9040"
"2001-10-15","15 Oct 2001","0.62730","109.80","0.9097"
"2001-10-16","16 Oct 2001","0.62620","110.05","0.9052"
"2001-10-17","17 Oct 2001","0.62410","109.75","0.9022"
"2001-10-18","18 Oct 2001","0.62490","109.23","0.9026"
"2001-10-19","19 Oct 2001","0.62490","109.10","0.9009"
"2001-10-22","22 Oct 2001","0.62700","109.18","0.8969"
"2001-10-23","23 Oct 2001","0.62580","109.03","0.8887"
"2001-10-24","24 Oct 2001","0.62570","109.48","0.8917"
"2001-10-25","25 Oct 2001","0.62400","109.56","0.8889"
"2001-10-26","26 Oct 2001","0.62340","109.25","0.8911"
"2001-10-29","29 Oct 2001","0.62100","109.94","0.9005"
"2001-10-30","30 Oct 2001","0.62320","110.42","0.9064"
"2001-10-31","31 Oct 2001","0.62130","110.37","0.9042"
"2001-11-01","01 Nov 2001","0.62060","110.72","0.9097"
"2001-11-02","02 Nov 2001","0.61830","110.05","0.9056"
"2001-11-05","05 Nov 2001","0.61620","109.30","0.8961"
"2001-11-06","06 Nov 2001","0.61520","108.46","0.8961"
"2001-11-07","07 Nov 2001","0.61550","108.98","0.9014"
"2001-11-08","08 Nov 2001","0.61280","108.25","0.8972"
"2001-11-09","09 Nov 2001","0.61440","107.47","0.8930"
"2001-11-12","12 Nov 2001","0.61355","107.66","0.8919"
"2001-11-13","13 Nov 2001","0.61250","107.14","0.8842"
"2001-11-14","14 Nov 2001","0.61260","107.20","0.8803"
"2001-11-15","15 Nov 2001","0.61490","107.91","0.8825"
"2001-11-16","16 Nov 2001","0.61750","108.46","0.8845"
"2001-11-19","19 Nov 2001","0.61860","108.48","0.8793"
"2001-11-20","20 Nov 2001","0.62270","108.47","0.8824"
"2001-11-21","21 Nov 2001","0.61940","108.02","0.8791"
"2001-11-22","22 Nov 2001","0.62110","108.66","0.8778"
"2001-11-23","23 Nov 2001","0.62190","109.10","0.8795"
"2001-11-26","26 Nov 2001","0.62200","109.33","0.8818"
"2001-11-27","27 Nov 2001","0.62360","108.99","0.8788"
"2001-11-28","28 Nov 2001","0.62350","108.94","0.8831"
"2001-11-29","29 Nov 2001","0.62360","109.23","0.8887"
"2001-11-30","30 Nov 2001","0.62380","110.06","0.8898"
"2001-12-03","03 Dec 2001","0.62750","110.21","0.8925"
"2001-12-04","04 Dec 2001","0.62590","110.50","0.8902"
"2001-12-05","05 Dec 2001","0.62700","110.84","0.8919"
"2001-12-06","06 Dec 2001","0.62555","110.72","0.8889"
"2001-12-07","07 Dec 2001","0.62410","111.50","0.8911"
"2001-12-10","10 Dec 2001","0.61980","111.82","0.8850"
"2001-12-11","11 Dec 2001","0.62100","112.30","0.8908"
"2001-12-12","12 Dec 2001","0.62070","112.60","0.8938"
"2001-12-13","13 Dec 2001","0.62090","113.29","0.8975"
"2001-12-14","14 Dec 2001","0.62170","115.05","0.9016"
"2001-12-17","17 Dec 2001","0.62130","115.68","0.9049"
"2001-12-18","18 Dec 2001","0.61890","115.26","0.9012"
"2001-12-19","19 Dec 2001","0.61970","114.68","0.8983"
"2001-12-20","20 Dec 2001","0.62030","115.05","0.8973"
"2001-12-21","21 Dec 2001","0.61760","115.88","0.8943"
"2001-12-24","24 Dec 2001","0.61270","114.23","0.8798"
"2001-12-25","25 Dec 2001"
"2001-12-26","26 Dec 2001"
"2001-12-27","27 Dec 2001","0.60900","115.90","0.8823"
"2001-12-28","28 Dec 2001","0.60850","115.33","0.8813"
"2001-12-31","31 Dec 2001"
"2002-01-01","01 Jan 2002"
"2002-01-02","02 Jan 2002","0.62620","119.53","0.9038"
"2002-01-03","03 Jan 2002","0.62540","119.02","0.9036"
"2002-01-04","04 Jan 2002","0.62170","117.18","0.8954"
"2002-01-07","07 Jan 2002","0.61940","116.72","0.8905"
"2002-01-08","08 Jan 2002","0.61820","118.22","0.8909"
"2002-01-09","09 Jan 2002","0.61875","118.05","0.8921"
"2002-01-10","10 Jan 2002","0.61720","117.96","0.8909"
"2002-01-11","11 Jan 2002","0.61790","117.82","0.8919"
"2002-01-14","14 Jan 2002","0.61570","117.64","0.8927"
"2002-01-15","15 Jan 2002","0.61650","116.97","0.8922"
"2002-01-16","16 Jan 2002","0.61350","115.83","0.8817"
"2002-01-17","17 Jan 2002","0.61440","116.47","0.8819"
"2002-01-18","18 Jan 2002","0.61410","117.08","0.8810"
"2002-01-21","21 Jan 2002","0.61560","117.24","0.8840"
"2002-01-22","22 Jan 2002","0.61840","118.53","0.8830"
"2002-01-23","23 Jan 2002","0.62030","118.72","0.8856"
"2002-01-24","24 Jan 2002","0.61690","117.95","0.8767"
"2002-01-25","25 Jan 2002","0.61260","116.35","0.8663"
"2002-01-28","28 Jan 2002","0.60960","114.91","0.8578"
"2002-01-29","29 Jan 2002","0.61060","114.94","0.8624"
"2002-01-30","30 Jan 2002","0.61100","114.69","0.8642"
"2002-01-31","31 Jan 2002","0.61110","114.73","0.8637"
"2002-02-01","01 Feb 2002","0.61000","115.66","0.8632"
"2002-02-04","04 Feb 2002","0.60970","115.22","0.8644"
"2002-02-05","05 Feb 2002","0.61150","115.68","0.8683"
"2002-02-06","06 Feb 2002","0.61220","115.55","0.8664"
"2002-02-07","07 Feb 2002","0.61490","115.74","0.8664"
"2002-02-08","08 Feb 2002","0.61830","117.46","0.8740"
"2002-02-11","11 Feb 2002","0.61760","117.76","0.8794"
"2002-02-12","12 Feb 2002","0.61360","116.95","0.8753"
"2002-02-13","13 Feb 2002","0.61020","115.65","0.8731"
"2002-02-14","14 Feb 2002","0.60930","114.91","0.8693"
"2002-02-15","15 Feb 2002","0.60950","115.61","0.8705"
"2002-02-18","18 Feb 2002","0.60980","115.68","0.8715"
"2002-02-19","19 Feb 2002","0.61010","116.30","0.8692"
"2002-02-20","20 Feb 2002","0.61140","116.90","0.8743"
"2002-02-21","21 Feb 2002","0.61050","116.79","0.8701"
"2002-02-22","22 Feb 2002","0.61170","117.07","0.8747"
"2002-02-25","25 Feb 2002","0.61140","116.66","0.8724"
"2002-02-26","26 Feb 2002","0.60920","116.38","0.8682"
"2002-02-27","27 Feb 2002","0.61000","116.60","0.8649"
"2002-02-28","28 Feb 2002","0.61115","116.07","0.8651"
"2002-03-01","01 Mar 2002","0.61030","115.69","0.8679"
"2002-03-04","04 Mar 2002","0.60970","114.40","0.8649"
